cid,start,content,trip,loctype,group
8,13/1/14 7:17,Hallowed Grounds,43,Transacted,8
8,13/1/14 7:37,Hallowed Grounds,44,Transacted,8
8,13/1/14 7:44,GASTech,44,Office,8
8,13/1/14 12:25,GASTech,45,Office,8
8,13/1/14 12:28,Katerina Cafe,45,Transacted,8
8,13/1/14 13:49,Katerina Cafe,46,Transacted,8
8,13/1/14 13:52,GASTech,46,Office,8
8,13/1/14 17:22,GASTech,47,Office,8
8,13/1/14 17:26,8,47,Residential,8
8,13/1/14 19:05,8,48,Residential,8
8,13/1/14 19:09,Katerina Cafe,48,Transacted,8
8,13/1/14 21:01,Katerina Cafe,49,Transacted,8
8,13/1/14 21:05,8,49,Residential,8
8,14/1/14 7:15,8,50,Residential,8
8,14/1/14 7:16,Hallowed Grounds,50,Transacted,8
8,14/1/14 7:36,Hallowed Grounds,51,Transacted,8
8,14/1/14 7:43,GASTech,51,Office,8
8,14/1/14 12:05,GASTech,52,Office,8
8,14/1/14 12:14,Hippokampos,52,Transacted,8
8,14/1/14 13:51,Hippokampos,53,Transacted,8
8,14/1/14 14:00,GASTech,53,Office,8
8,14/1/14 17:39,GASTech,54,Office,8
8,14/1/14 17:43,8,54,Residential,8
8,14/1/14 18:36,8,55,Residential,8
8,14/1/14 18:40,Katerina Cafe,55,Transacted,8
8,14/1/14 20:18,Katerina Cafe,56,Transacted,8
8,14/1/14 20:22,8,56,Residential,8
8,15/1/14 7:10,8,57,Residential,8
8,15/1/14 7:11,Hallowed Grounds,57,Transacted,8
8,15/1/14 7:42,Hallowed Grounds,58,Transacted,8
8,15/1/14 7:49,GASTech,58,Office,8
8,15/1/14 12:23,GASTech,59,Office,8
8,15/1/14 12:31,Abila Zacharo,59,Transacted,8
8,15/1/14 13:26,Abila Zacharo,60,Transacted,8
8,15/1/14 13:34,GASTech,60,Office,8
8,15/1/14 17:26,GASTech,61,Office,8
8,15/1/14 17:30,8,61,Residential,8
8,16/1/14 7:27,8,62,Residential,8
8,16/1/14 7:28,Hallowed Grounds,62,Transacted,8
8,16/1/14 7:45,Hallowed Grounds,63,Transacted,8
8,16/1/14 7:52,GASTech,63,Office,8
8,16/1/14 12:29,GASTech,64,Office,8
8,16/1/14 12:32,Guy Gyros,64,Transacted,8
8,16/1/14 13:26,Guy Gyros,65,Transacted,8
8,16/1/14 13:29,GASTech,65,Office,8
8,16/1/14 17:29,GASTech,66,Office,8
8,16/1/14 17:33,8,66,Residential,8
8,16/1/14 18:43,8,67,Residential,8
8,16/1/14 18:47,Katerina Cafe,67,Transacted,8
8,16/1/14 19:45,Katerina Cafe,68,Transacted,8
8,16/1/14 19:49,8,68,Residential,8
8,17/1/14 7:01,8,69,Residential,8
8,17/1/14 7:02,Hallowed Grounds,69,Transacted,8
8,17/1/14 7:35,Hallowed Grounds,70,Transacted,8
8,17/1/14 7:42,GASTech,70,Office,8
8,17/1/14 12:05,GASTech,71,Office,8
8,17/1/14 12:13,Kalami Kafenion,71,Transacted,8
8,17/1/14 13:18,Kalami Kafenion,72,Transacted,8
8,17/1/14 13:26,GASTech,72,Office,8
8,17/1/14 17:12,GASTech,73,Office,8
8,17/1/14 17:16,8,73,Residential,8
8,17/1/14 19:16,8,74,Residential,8
8,17/1/14 19:23,Katerina Cafe,74,Transacted,8
8,17/1/14 20:30,Katerina Cafe,75,Transacted,8
8,17/1/14 20:34,8,75,Residential,8
8,18/1/14 18:30,8,76,Residential,8
8,18/1/14 18:34,Katerina Cafe,76,Transacted,8
8,18/1/14 19:37,Katerina Cafe,77,Transacted,8
8,18/1/14 19:41,8,77,Residential,8
8,19/1/14 18:46,8,78,Residential,8
8,19/1/14 18:50,Katerina Cafe,78,Transacted,8
8,19/1/14 19:59,Katerina Cafe,79,Transacted,8
8,19/1/14 20:03,8,79,Residential,8
9,6/1/14 8:17,Bean There,1,Transacted,9
9,6/1/14 8:37,GASTech,1,Office,9
9,6/1/14 12:10,Unknown,2,NA,9
9,6/1/14 12:17,Hippokampos,2,Transacted,9
9,6/1/14 13:59,Hippokampos,3,Transacted,9
9,6/1/14 13:59,Unknown,3,NA,9
9,6/1/14 17:18,GASTech,4,Office,9
9,6/1/14 17:28,Unknown,4,NA,9
9,6/1/14 19:14,Unknown,5,NA,9
9,6/1/14 19:19,Hippokampos,5,Transacted,9
9,7/1/14 7:15,Unknown,6,NA,9
9,7/1/14 7:17,Bean There,6,Transacted,9
9,7/1/14 8:10,Unknown,7,NA,9
9,7/1/14 8:23,GASTech,7,Office,9
9,7/1/14 12:18,GASTech,8,Office,9
9,7/1/14 12:26,Kalami Kafenion,8,Transacted,9
9,7/1/14 13:50,Unknown,9,NA,9
9,7/1/14 13:57,GASTech,9,Office,9
9,7/1/14 17:10,Unknown,10,NA,9
9,7/1/14 17:15,Unknown,10,NA,9
9,8/1/14 8:10,Bean There,11,Transacted,9
9,8/1/14 8:30,GASTech,11,Office,9
9,8/1/14 12:24,GASTech,12,Office,9
9,8/1/14 12:27,Katerina Cafe,12,Transacted,9
9,8/1/14 13:56,Katerina Cafe,13,Transacted,9
9,8/1/14 13:59,GASTech,13,Office,9
9,8/1/14 17:10,Unknown,14,NA,9
9,8/1/14 17:19,Unknown,14,NA,9
9,8/1/14 20:32,Hippokampos,15,Transacted,9
9,8/1/14 20:34,Unknown,15,NA,9
9,9/1/14 8:24,Bean There,16,Transacted,9
9,9/1/14 8:39,Unknown,16,NA,9
9,9/1/14 12:27,GASTech,17,Office,9
9,9/1/14 12:30,Katerina Cafe,17,Transacted,9
9,9/1/14 14:12,Katerina Cafe,18,Transacted,9
9,9/1/14 14:15,GASTech,18,Office,9
9,9/1/14 17:23,GASTech,19,Office,9
9,9/1/14 17:33,Unknown,19,NA,9
9,9/1/14 18:19,Unknown,20,NA,9
9,9/1/14 18:21,Hippokampos,20,Transacted,9
9,9/1/14 20:16,Hippokampos,22,Transacted,9
9,9/1/14 20:18,Unknown,22,NA,9
9,10/1/14 7:25,Unknown,23,NA,9
9,10/1/14 7:27,Bean There,23,Transacted,9
9,10/1/14 7:59,Bean There,24,Transacted,9
9,10/1/14 7:59,Unknown,24,NA,9
9,10/1/14 8:10,Unknown,25,NA,9
9,10/1/14 8:19,GASTech,25,Office,9
9,10/1/14 12:20,GASTech,26,Office,9
9,10/1/14 12:22,Ouzeri Elian,26,Transacted,9
9,10/1/14 13:58,Ouzeri Elian,27,Transacted,9
9,10/1/14 13:59,Unknown,27,NA,9
9,10/1/14 17:31,GASTech,28,Office,9
9,10/1/14 17:39,Unknown,28,NA,9
9,10/1/14 19:11,Unknown,29,NA,9
9,10/1/14 19:12,2,29,Residential,9
9,10/1/14 23:55,2,30,Residential,9
9,10/1/14 23:57,Unknown,30,NA,9
9,11/1/14 19:34,Hippokampos,31,Transacted,9
9,11/1/14 19:36,Unknown,31,NA,9
9,12/1/14 18:32,Unknown,32,NA,9
9,12/1/14 18:34,Albert Clothing,32,Transacted,9
9,13/1/14 8:21,Bean There,33,Transacted,9
9,13/1/14 8:39,Unknown,33,NA,9
9,13/1/14 12:13,GASTech,35,Office,9
9,13/1/14 12:15,Ouzeri Elian,35,Transacted,9
9,13/1/14 14:10,Ouzeri Elian,36,Transacted,9
9,13/1/14 14:12,GASTech,36,Office,9
9,13/1/14 17:26,GASTech,37,Office,9
9,13/1/14 17:36,Unknown,37,NA,9
9,14/1/14 7:59,Bean There,38,Transacted,9
9,14/1/14 7:59,Unknown,38,NA,9
9,14/1/14 8:10,Unknown,39,NA,9
9,14/1/14 8:19,GASTech,39,Office,9
9,14/1/14 12:23,GASTech,40,Office,9
9,14/1/14 12:29,Gelatogalore,40,Transacted,9
9,14/1/14 13:58,Gelatogalore,41,Transacted,9
9,14/1/14 13:59,Unknown,41,NA,9
9,14/1/14 17:20,GASTech,42,Office,9
9,14/1/14 17:30,Unknown,42,NA,9
9,14/1/14 18:11,Unknown,43,NA,9
9,14/1/14 18:13,Hippokampos,43,Transacted,9
9,14/1/14 19:35,Hippokampos,44,Transacted,9
9,14/1/14 19:37,Unknown,44,NA,9
9,15/1/14 7:38,Unknown,45,NA,9
9,15/1/14 7:39,Unknown,45,NA,9
9,15/1/14 8:18,Bean There,46,Transacted,9
9,15/1/14 8:38,GASTech,46,Office,9
9,15/1/14 12:17,GASTech,47,Office,9
9,15/1/14 12:26,Hippokampos,47,Transacted,9
9,15/1/14 13:50,Unknown,48,NA,9
9,15/1/14 13:58,GASTech,48,Office,9
9,15/1/14 17:30,GASTech,49,Office,9
9,15/1/14 17:39,Unknown,49,NA,9
9,15/1/14 20:31,Hippokampos,50,Transacted,9
9,15/1/14 20:33,Unknown,50,NA,9
9,16/1/14 8:10,Unknown,51,NA,9
9,16/1/14 8:20,GASTech,51,Office,9
9,16/1/14 12:17,GASTech,52,Office,9
9,16/1/14 12:20,Guy Gyros,52,Transacted,9
9,16/1/14 14:10,Unknown,53,NA,9
9,16/1/14 14:10,GASTech,53,Office,9
9,16/1/14 17:19,GASTech,54,Office,9
9,16/1/14 17:29,Unknown,54,NA,9
9,16/1/14 18:52,Unknown,55,NA,9
9,16/1/14 18:59,Unknown,55,NA,9
9,16/1/14 20:50,Unknown,56,NA,9
9,16/1/14 20:55,Unknown,56,NA,9
9,17/1/14 7:36,Unknown,57,NA,9
9,17/1/14 7:38,Bean There,57,Transacted,9
9,17/1/14 8:11,Bean There,58,Transacted,9
9,17/1/14 8:31,GASTech,58,Office,9
9,17/1/14 12:25,GASTech,60,Office,9
9,17/1/14 12:34,Hippokampos,60,Transacted,9
9,17/1/14 14:10,Unknown,61,NA,9
9,17/1/14 14:13,GASTech,61,Office,9
9,17/1/14 17:12,GASTech,62,Office,9
9,17/1/14 17:22,Unknown,62,NA,9
9,17/1/14 18:50,Unknown,63,NA,9
9,17/1/14 18:53,Hippokampos,63,Transacted,9
9,17/1/14 20:27,Hippokampos,64,Transacted,9
9,17/1/14 20:29,Unknown,64,NA,9
9,18/1/14 12:50,Unknown,65,NA,9
9,18/1/14 12:51,Hippokampos,65,Transacted,9
9,18/1/14 13:22,Hippokampos,66,Transacted,9
9,18/1/14 13:33,Frydos Autosupply,66,Transacted,9
9,18/1/14 15:55,Frydos Autosupply,67,Transacted,9
9,18/1/14 15:59,Unknown,67,NA,9
9,18/1/14 18:21,Unknown,68,NA,9
9,18/1/14 18:23,Hippokampos,68,Transacted,9
9,18/1/14 20:34,Hippokampos,69,Transacted,9
9,18/1/14 20:36,Unknown,69,NA,9
9,19/1/14 18:20,Unknown,71,NA,9
9,19/1/14 18:22,Hippokampos,71,Transacted,9
9,19/1/14 20:23,Hippokampos,72,Transacted,9
9,19/1/14 20:25,Unknown,72,NA,9
10,6/1/14 6:57,10,1,Residential,10
10,6/1/14 7:01,Brewed Awakenings,1,Transacted,10
10,6/1/14 7:34,Brewed Awakenings,2,Transacted,10
10,6/1/14 7:47,GASTech,2,Office,10
10,6/1/14 11:52,GASTech,3,Office,10
10,6/1/14 11:56,Katerina Cafe,3,Transacted,10
10,6/1/14 13:00,Katerina Cafe,4,Transacted,10
10,6/1/14 13:03,GASTech,4,Office,10
10,6/1/14 18:14,GASTech,5,Office,10
10,6/1/14 18:21,10,5,Residential,10
10,6/1/14 19:49,10,6,Residential,10
10,6/1/14 19:54,Hippokampos,6,Transacted,10
10,6/1/14 21:57,Hippokampos,7,Transacted,10
10,6/1/14 21:58,10,7,Residential,10
10,7/1/14 7:18,10,9,Residential,10
10,7/1/14 7:19,Brewed Awakenings,9,Transacted,10
10,7/1/14 7:37,Brewed Awakenings,10,Transacted,10
10,7/1/14 7:50,GASTech,10,Office,10
10,7/1/14 12:10,GASTech,11,Office,10
10,7/1/14 12:16,Gelatogalore,11,Transacted,10
10,7/1/14 13:27,Gelatogalore,12,Transacted,10
10,7/1/14 13:33,GASTech,12,Office,10
10,7/1/14 18:13,GASTech,13,Office,10
10,7/1/14 18:20,10,13,Residential,10
10,7/1/14 19:52,10,14,Residential,10
10,7/1/14 19:55,Hippokampos,14,Transacted,10
10,7/1/14 21:56,Hippokampos,15,Transacted,10
10,7/1/14 21:57,10,15,Residential,10
10,8/1/14 6:46,10,17,Residential,10
10,8/1/14 6:51,Brewed Awakenings,17,Transacted,10
10,8/1/14 7:25,Brewed Awakenings,18,Transacted,10
10,8/1/14 7:38,GASTech,18,Office,10
10,8/1/14 11:57,GASTech,19,Office,10
10,8/1/14 12:06,Hippokampos,19,Transacted,10
10,8/1/14 13:16,Hippokampos,20,Transacted,10
10,8/1/14 13:25,GASTech,20,Office,10
10,8/1/14 18:21,GASTech,21,Office,10
10,8/1/14 18:29,10,21,Residential,10
10,8/1/14 19:43,10,22,Residential,10
10,8/1/14 19:45,Hippokampos,22,Transacted,10
10,8/1/14 20:56,Hippokampos,23,Transacted,10
10,8/1/14 20:59,10,23,Residential,10
10,9/1/14 7:06,10,24,Residential,10
10,9/1/14 7:07,Brewed Awakenings,24,Transacted,10
10,9/1/14 7:37,Brewed Awakenings,25,Transacted,10
10,9/1/14 7:50,GASTech,25,Office,10
10,9/1/14 12:13,GASTech,26,Office,10
10,9/1/14 12:15,Ouzeri Elian,26,Transacted,10
10,9/1/14 13:03,Ouzeri Elian,27,Transacted,10
10,9/1/14 13:05,GASTech,27,Office,10
10,9/1/14 18:02,GASTech,28,Office,10
10,9/1/14 18:09,10,28,Residential,10
10,9/1/14 19:43,10,29,Residential,10
10,9/1/14 19:45,Albert Clothing,29,Transacted,10
10,9/1/14 21:29,Albert Clothing,30,Transacted,10
10,9/1/14 21:31,10,30,Residential,10
10,10/1/14 6:40,10,32,Residential,10
10,10/1/14 6:40,Brewed Awakenings,32,Transacted,10
10,10/1/14 7:24,Brewed Awakenings,34,Transacted,10
10,10/1/14 7:37,GASTech,34,Office,10
10,10/1/14 12:17,GASTech,35,Office,10
10,10/1/14 12:26,Hippokampos,35,Transacted,10
10,10/1/14 13:13,Hippokampos,36,Transacted,10
10,10/1/14 13:22,GASTech,36,Office,10
10,10/1/14 18:13,GASTech,37,Office,10
10,10/1/14 18:20,10,37,Residential,10
10,10/1/14 19:48,10,38,Residential,10
10,10/1/14 19:50,Hippokampos,38,Transacted,10
10,10/1/14 20:54,Hippokampos,39,Transacted,10
10,10/1/14 20:55,10,39,Residential,10
10,11/1/14 18:20,10,41,Residential,10
10,11/1/14 18:21,Hippokampos,41,Transacted,10
10,11/1/14 19:53,Hippokampos,42,Transacted,10
10,11/1/14 19:54,10,42,Residential,10
10,12/1/14 12:39,10,43,Residential,10
10,12/1/14 12:44,Ouzeri Elian,43,Transacted,10
10,12/1/14 13:04,Ouzeri Elian,44,Transacted,10
10,12/1/14 13:13,Desafio Golf Course,44,Transacted,10
10,12/1/14 16:12,Desafio Golf Course,46,Transacted,10
10,12/1/14 16:16,10,46,Residential,10
10,12/1/14 17:59,10,47,Residential,10
10,12/1/14 18:05,Hippokampos,47,Transacted,10
10,12/1/14 19:53,Hippokampos,48,Transacted,10
10,12/1/14 19:54,10,48,Residential,10
10,13/1/14 6:49,10,49,Residential,10
10,13/1/14 6:52,Brewed Awakenings,49,Transacted,10
10,13/1/14 7:20,Brewed Awakenings,50,Transacted,10
10,13/1/14 7:33,GASTech,50,Office,10
10,13/1/14 12:05,GASTech,51,Office,10
10,13/1/14 12:11,Gelatogalore,51,Transacted,10
10,13/1/14 13:21,Gelatogalore,52,Transacted,10
10,13/1/14 13:27,GASTech,52,Office,10
10,13/1/14 17:56,GASTech,53,Office,10
10,13/1/14 18:03,10,53,Residential,10
10,13/1/14 19:31,10,54,Residential,10
10,13/1/14 19:32,Hippokampos,54,Transacted,10
10,13/1/14 21:19,Hippokampos,55,Transacted,10
10,13/1/14 21:25,10,55,Residential,10
10,14/1/14 7:17,10,56,Residential,10
10,14/1/14 7:18,Brewed Awakenings,56,Transacted,10
10,14/1/14 7:42,Brewed Awakenings,57,Transacted,10
10,14/1/14 7:55,GASTech,57,Office,10
10,14/1/14 12:03,GASTech,58,Office,10
10,14/1/14 12:11,Kalami Kafenion,58,Transacted,10
10,14/1/14 13:28,Kalami Kafenion,59,Transacted,10
10,14/1/14 13:36,GASTech,59,Office,10
10,14/1/14 18:13,GASTech,60,Office,10
10,14/1/14 18:23,10,60,Residential,10
10,14/1/14 19:32,10,61,Residential,10
10,14/1/14 19:33,Hippokampos,61,Transacted,10
10,14/1/14 20:53,Hippokampos,62,Transacted,10
10,14/1/14 20:58,10,62,Residential,10
10,15/1/14 6:41,10,63,Residential,10
10,15/1/14 6:41,Brewed Awakenings,63,Transacted,10
10,15/1/14 7:16,Brewed Awakenings,65,Transacted,10
10,15/1/14 7:29,GASTech,65,Office,10
10,15/1/14 11:57,GASTech,66,Office,10
10,15/1/14 12:06,Hippokampos,66,Transacted,10
10,15/1/14 13:17,Hippokampos,67,Transacted,10
10,15/1/14 13:26,GASTech,67,Office,10
10,15/1/14 18:21,GASTech,68,Office,10
10,15/1/14 18:28,10,68,Residential,10
10,15/1/14 19:36,10,70,Residential,10
10,15/1/14 19:41,Shoppers Delight,70,Transacted,10
10,15/1/14 20:13,Shoppers Delight,71,Transacted,10
10,15/1/14 20:18,10,71,Residential,10
10,16/1/14 7:10,10,72,Residential,10
10,16/1/14 7:11,Brewed Awakenings,72,Transacted,10
10,16/1/14 7:32,Brewed Awakenings,73,Transacted,10
10,16/1/14 7:45,GASTech,73,Office,10
10,16/1/14 12:04,GASTech,74,Office,10
10,16/1/14 12:13,Hippokampos,74,Transacted,10
10,16/1/14 13:24,Hippokampos,75,Transacted,10
10,16/1/14 13:34,GASTech,75,Office,10
10,16/1/14 18:12,GASTech,76,Office,10
10,16/1/14 18:19,10,76,Residential,10
10,16/1/14 19:32,10,77,Residential,10
10,16/1/14 19:33,Hippokampos,77,Transacted,10
10,16/1/14 21:04,Hippokampos,78,Transacted,10
10,16/1/14 21:05,10,78,Residential,10
10,17/1/14 7:03,10,79,Residential,10
10,17/1/14 7:04,Brewed Awakenings,79,Transacted,10
10,17/1/14 7:31,Brewed Awakenings,80,Transacted,10
10,17/1/14 7:44,GASTech,80,Office,10
10,17/1/14 12:12,GASTech,81,Office,10
10,17/1/14 12:20,Abila Zacharo,81,Transacted,10
10,17/1/14 13:17,Abila Zacharo,82,Transacted,10
10,17/1/14 13:25,GASTech,82,Office,10
10,17/1/14 18:11,GASTech,83,Office,10
10,17/1/14 18:18,10,83,Residential,10
10,17/1/14 19:43,10,84,Residential,10
10,17/1/14 19:44,Hippokampos,84,Transacted,10
10,17/1/14 20:34,Hippokampos,85,Transacted,10
10,17/1/14 20:35,10,85,Residential,10
10,18/1/14 12:23,10,87,Residential,10
10,18/1/14 12:27,Kalami Kafenion,87,Transacted,10
10,18/1/14 13:29,Kalami Kafenion,88,Transacted,10
10,18/1/14 13:29,Kronos Mart,88,Transacted,10
10,18/1/14 15:52,Kronos Mart,89,Transacted,10
10,18/1/14 15:56,10,89,Residential,10
10,18/1/14 18:20,10,90,Residential,10
10,18/1/14 18:21,Hippokampos,90,Transacted,10
10,18/1/14 19:47,Hippokampos,91,Transacted,10
10,18/1/14 19:48,10,91,Residential,10
10,19/1/14 12:35,10,92,Residential,10
10,19/1/14 12:39,Desafio Golf Course,92,Transacted,10
10,19/1/14 16:02,Desafio Golf Course,93,Transacted,10
10,19/1/14 16:06,10,93,Residential,10
10,19/1/14 18:20,10,95,Residential,10
10,19/1/14 18:21,Hippokampos,95,Transacted,10
10,19/1/14 19:46,Hippokampos,96,Transacted,10
10,19/1/14 19:47,10,96,Residential,10
11,6/1/14 7:02,11,1,Residential,11
11,6/1/14 7:05,Bean There,1,Transacted,11
11,6/1/14 7:50,Bean There,2,Transacted,11
11,6/1/14 8:10,GASTech,2,Office,11
11,6/1/14 12:12,GASTech,3,Office,11
11,6/1/14 12:20,Kalami Kafenion,3,Transacted,11
11,6/1/14 13:55,Kalami Kafenion,4,Transacted,11
11,6/1/14 14:03,GASTech,4,Office,11
11,6/1/14 17:15,GASTech,5,Office,11
11,6/1/14 17:25,11,5,Residential,11
11,6/1/14 18:31,11,6,Residential,11
11,6/1/14 18:32,Hippokampos,6,Transacted,11
11,6/1/14 20:29,Hippokampos,7,Transacted,11
11,6/1/14 20:30,11,7,Residential,11
11,7/1/14 7:36,11,8,Residential,11
11,7/1/14 7:39,Bean There,8,Transacted,11
11,7/1/14 7:59,Bean There,9,Transacted,11
11,7/1/14 8:19,GASTech,9,Office,11
11,7/1/14 12:04,GASTech,10,Office,11
11,7/1/14 12:06,Ouzeri Elian,10,Transacted,11
11,7/1/14 13:59,Ouzeri Elian,11,Transacted,11
11,7/1/14 14:01,GASTech,11,Office,11
11,7/1/14 17:25,GASTech,12,Office,11
11,7/1/14 17:35,11,12,Residential,11
11,7/1/14 19:13,11,13,Residential,11
11,7/1/14 19:14,Hippokampos,13,Transacted,11
11,7/1/14 20:35,Hippokampos,14,Transacted,11
11,7/1/14 20:41,11,14,Residential,11
11,8/1/14 7:35,11,15,Residential,11
11,8/1/14 7:38,Bean There,15,Transacted,11
11,8/1/14 7:49,Bean There,16,Transacted,11
11,8/1/14 8:09,GASTech,16,Office,11
11,8/1/14 12:26,GASTech,17,Office,11
11,8/1/14 12:35,Hippokampos,17,Transacted,11
11,8/1/14 13:33,Hippokampos,18,Transacted,11
11,8/1/14 13:42,GASTech,18,Office,11
11,8/1/14 17:11,GASTech,19,Office,11
11,8/1/14 17:21,11,19,Residential,11
11,8/1/14 18:22,11,20,Residential,11
11,8/1/14 18:23,Hippokampos,20,Transacted,11
11,8/1/14 20:16,Hippokampos,21,Transacted,11
11,8/1/14 20:17,11,21,Residential,11
11,9/1/14 7:22,11,22,Residential,11
11,9/1/14 7:25,Bean There,22,Transacted,11
11,9/1/14 8:08,Bean There,23,Transacted,11
11,9/1/14 8:28,GASTech,23,Office,11
11,9/1/14 12:10,GASTech,24,Office,11
11,9/1/14 12:19,Hippokampos,24,Transacted,11
11,9/1/14 13:40,Hippokampos,25,Transacted,11
11,9/1/14 13:49,GASTech,25,Office,11
11,9/1/14 17:26,GASTech,26,Office,11
11,9/1/14 17:36,11,26,Residential,11
11,9/1/14 19:06,11,27,Residential,11
11,9/1/14 19:19,Frydos Autosupply,27,Transacted,11
11,9/1/14 20:28,Frydos Autosupply,28,Transacted,11
11,9/1/14 20:41,11,28,Residential,11
11,10/1/14 7:06,11,29,Residential,11
11,10/1/14 7:09,Bean There,29,Transacted,11
11,10/1/14 7:51,Bean There,30,Transacted,11
11,10/1/14 8:11,GASTech,30,Office,11
11,10/1/14 12:17,GASTech,31,Office,11
11,10/1/14 12:20,Guy Gyros,31,Transacted,11
11,10/1/14 13:59,Guy Gyros,32,Transacted,11
11,10/1/14 14:02,GASTech,32,Office,11
11,10/1/14 17:32,GASTech,33,Office,11
11,10/1/14 17:42,11,33,Residential,11
11,10/1/14 18:45,11,34,Residential,11
11,10/1/14 18:45,2,34,Residential,11
11,10/1/14 23:23,2,35,Residential,11
11,10/1/14 23:23,11,35,Residential,11
11,11/1/14 12:47,11,36,Residential,11
11,11/1/14 12:59,Katerina Cafe,36,Transacted,11
11,11/1/14 13:52,Katerina Cafe,37,Transacted,11
11,11/1/14 14:04,11,37,Residential,11
11,12/1/14 18:33,11,38,Residential,11
11,12/1/14 18:34,Hippokampos,38,Transacted,11
11,12/1/14 19:23,Hippokampos,39,Transacted,11
11,12/1/14 19:26,11,39,Residential,11
11,13/1/14 7:42,11,40,Residential,11
11,13/1/14 7:45,Bean There,40,Transacted,11
11,13/1/14 8:07,Bean There,41,Transacted,11
11,13/1/14 8:27,GASTech,41,Office,11
11,13/1/14 12:18,GASTech,42,Office,11
11,13/1/14 12:26,Abila Zacharo,42,Transacted,11
11,13/1/14 13:35,Abila Zacharo,43,Transacted,11
11,13/1/14 13:43,GASTech,43,Office,11
11,13/1/14 17:31,GASTech,44,Office,11
11,13/1/14 17:41,11,44,Residential,11
11,13/1/14 18:39,11,45,Residential,11
11,13/1/14 18:41,Albert Clothing,45,Transacted,11
11,13/1/14 20:49,Albert Clothing,46,Transacted,11
11,13/1/14 20:52,11,46,Residential,11
11,14/1/14 7:18,11,47,Residential,11
11,14/1/14 7:21,Bean There,47,Transacted,11
11,14/1/14 7:49,Bean There,48,Transacted,11
11,14/1/14 8:09,GASTech,48,Office,11
11,14/1/14 12:15,GASTech,49,Office,11
11,14/1/14 12:23,Kalami Kafenion,49,Transacted,11
11,14/1/14 13:52,Kalami Kafenion,50,Transacted,11
11,14/1/14 14:00,GASTech,50,Office,11
11,14/1/14 17:15,GASTech,51,Office,11
11,14/1/14 17:25,11,51,Residential,11
11,15/1/14 7:51,11,52,Residential,11
11,15/1/14 7:54,Bean There,52,Transacted,11
11,15/1/14 8:12,Bean There,53,Transacted,11
11,15/1/14 8:32,GASTech,53,Office,11
11,15/1/14 11:57,GASTech,54,Office,11
11,15/1/14 11:59,Ouzeri Elian,54,Transacted,11
11,15/1/14 13:37,Ouzeri Elian,55,Transacted,11
11,15/1/14 13:39,GASTech,55,Office,11
11,15/1/14 17:07,GASTech,56,Office,11
11,15/1/14 17:17,11,56,Residential,11
11,15/1/14 18:09,11,57,Residential,11
11,15/1/14 18:10,Hippokampos,57,Transacted,11
11,15/1/14 20:32,Hippokampos,58,Transacted,11
11,15/1/14 20:33,11,58,Residential,11
11,16/1/14 7:40,11,59,Residential,11
11,16/1/14 7:43,Bean There,59,Transacted,11
11,16/1/14 8:11,Bean There,60,Transacted,11
11,16/1/14 8:31,GASTech,60,Office,11
11,16/1/14 11:58,GASTech,61,Office,11
11,16/1/14 12:07,Hippokampos,61,Transacted,11
11,16/1/14 13:51,Hippokampos,62,Transacted,11
11,16/1/14 14:00,GASTech,62,Office,11
11,16/1/14 17:19,GASTech,63,Office,11
11,16/1/14 17:29,11,63,Residential,11
11,16/1/14 18:31,11,64,Residential,11
11,16/1/14 18:32,Hippokampos,64,Transacted,11
11,16/1/14 20:23,Hippokampos,65,Transacted,11
11,16/1/14 20:24,11,65,Residential,11
11,17/1/14 7:40,11,66,Residential,11
11,17/1/14 7:43,Bean There,66,Transacted,11
11,17/1/14 7:58,Bean There,67,Transacted,11
11,17/1/14 8:18,GASTech,67,Office,11
11,17/1/14 11:58,GASTech,68,Office,11
11,17/1/14 12:01,Katerina Cafe,68,Transacted,11
11,17/1/14 13:53,Katerina Cafe,69,Transacted,11
11,17/1/14 13:56,GASTech,69,Office,11
11,17/1/14 17:22,GASTech,70,Office,11
11,17/1/14 17:32,11,70,Residential,11
11,17/1/14 18:23,11,71,Residential,11
11,17/1/14 18:25,Albert Clothing,71,Transacted,11
11,17/1/14 19:46,Albert Clothing,72,Transacted,11
11,17/1/14 19:48,11,72,Residential,11
11,18/1/14 12:44,11,73,Residential,11
11,18/1/14 12:48,Kalami Kafenion,73,Transacted,11
11,18/1/14 14:01,Kalami Kafenion,74,Transacted,11
11,18/1/14 14:05,11,74,Residential,11
11,18/1/14 18:34,11,75,Residential,11
11,18/1/14 18:35,Hippokampos,75,Transacted,11
11,18/1/14 19:23,Hippokampos,76,Transacted,11
11,18/1/14 19:24,11,76,Residential,11
11,19/1/14 18:20,11,77,Residential,11
11,19/1/14 18:21,Hippokampos,77,Transacted,11
11,19/1/14 19:46,Hippokampos,78,Transacted,11
11,19/1/14 19:47,11,78,Residential,11
12,6/1/14 7:05,12,1,Residential,12
12,6/1/14 7:11,Hallowed Grounds,1,Transacted,12
12,6/1/14 7:44,Hallowed Grounds,2,Transacted,12
12,6/1/14 7:51,GASTech,2,Office,12
12,6/1/14 12:28,GASTech,3,Office,12
12,6/1/14 12:36,Abila Zacharo,3,Transacted,12
12,6/1/14 14:12,Abila Zacharo,4,Transacted,12
12,6/1/14 14:23,GASTech,4,Office,12
12,6/1/14 17:12,GASTech,5,Office,12
